dice,ssim,iou,precision,recall,fpr,auc
0.0350 +- 0.0240,0.0069 +- 0.0130,0.0180 +- 0.0124,0.3566 +- 0.0701,0.0187 +- 0.0131,0.0326 +- 0.0184,0.4182 +- 0.0405,
